id,name,description,price,imageUrls,category,keywords
6085,TECHNOMELT PUR 6221 UV,"TECHNOMELT PUR 6221 UV is a high-performance, one-component polyurethane reactive (PUR) hot melt adhesive designed for bonding a wide range of materials, including plastics, metals, and glass. This advanced adhesive offers excellent UV resistance, high thermal stability, and superior bonding strength. It is ideal for applications in the automotive, aerospace, and industrial sectors. TECHNOMELT PUR 6221 UV is easy to apply and process, with a long open time and high viscosity. It is also suitable for use in high-temperature applications. • Excellent adhesion to various substrates. Keywords: polyurethane adhesive, hot melt adhesive, PUR 6221, UV resistant, high thermal stability, bonding strength,",,"https://ik.imagekit.io/manwar1/6085-3_1b3r6amT4.jpg,https://ik.imagekit.io/manwar1/6085-1_7ysjO5Z80.jpg,https://ik.imagekit.io/manwar1/6085-2_ri25z-XLI7.jpg",Industrial Chemicals,"TECHNOMELT PUR 6221 UV , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6086,LOCTITE SI 5088,"LOCTITE SI 5088 is a premium, single-component, anaerobic acrylic adhesive designed for high-strength bonding on a variety of substrates.  This versatile product cures in the absence of air, providing a strong, permanent bond for threaded fasteners, metal-to-metal joints, and other demanding applications.  Its high-temperature resistance and excellent chemical compatibility make it ideal for use in harsh environments. 

LOCTITE SI 5088 is easy to apply and features a thixotropic consistency that prevents dripping, ensuring precise application.  

Keywords: LOCTITE SI 5088, anaerobic adhesive, acrylic adhesive, high-strength bonding, threaded fasteners, metal-to-metal joints, high-",,"https://ik.imagekit.io/lord8131/6086-3_yEBeeocDY.jpg,https://ik.imagekit.io/lord8131/6086-2_ToSkvnw44.jpg,https://ik.imagekit.io/lord8131/6086-1_VuhFVeNZB.jpg",Industrial Chemicals,"LOCTITE SI 5088 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6087,LOCTITE AA 349,"LOCTITE AA 349 is a high-strength, general-purpose anaerobic adhesive designed for threaded fasteners. This versatile product provides a permanent, vibration-resistant bond in a wide range of applications, including metal, plastic, and fiber applications.  Its rapid cure time allows for quick assembly and a reliable, long-lasting hold. LOCTITE AA 349 is ideal for use in demanding industrial environments where reliability and strength are crucial. 

Keywords: LOCTITE, AA 349, anaerobic adhesive, threaded fasteners, metal, plastic, fiber, industrial, vibration-resistant, permanent bond, quick cure",,"https://ik.imagekit.io/manwar1/6087-1_SNa_oR-sN.jpg,https://ik.imagekit.io/manwar1/6087-2_lIWkGf0iG.jpg,https://ik.imagekit.io/manwar1/6087-3_UwmuyKqpI.jpg",Industrial Chemicals,"LOCTITE AA 349 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6088,LOCTITE 640,"LOCTITE 640 is a high-strength, threadlocker designed to prevent loosening of threaded fasteners under extreme vibration and temperature conditions. This anaerobic adhesive cures when confined between metal surfaces, forming a strong, permanent bond. LOCTITE 640 is ideal for use in demanding applications in industries such as automotive, aerospace, and industrial manufacturing. It is suitable for both ferrous and non-ferrous metals and is available in various sizes to meet your specific needs. LOCTITE 640 provides a reliable solution for securing critical threaded connections.

Keywords: LOCTITE 640, threadlocker, adhesive, vibration, temperature, strength, permanent bond, fasteners, ferrous metals, non-ferrous metals.",,"https://ik.imagekit.io/lord8131/6088-3_IjqCgKDsx.jpg,https://ik.imagekit.io/lord8131/6088-1_VVhnBVCzL.jpg,https://ik.imagekit.io/lord8131/6088-2_4RfiKbbbM.jpg",Industrial Chemicals,"LOCTITE 640 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6089,LOCTITE AA 3526,"LOCTITE AA 3526 is a premium, high-strength threadlocker designed for demanding applications. This anaerobic adhesive cures when confined between close-fitting metal surfaces, creating a permanent, vibration-resistant bond.  Ideal for use on bolts, studs, and threaded fasteners in automotive, industrial, and aerospace environments. LOCTITE AA 3526 offers exceptional resistance to shock, vibration, and temperature extremes.

Keywords: LOCTITE, AA 3526, threadlocker, adhesive, high-strength, thread sealant, permanent bond, vibration-resistant, automotive, industrial, aerospace.",,"https://ik.imagekit.io/manwar1/6089-1_E6Uqk9fed.jpg,https://ik.imagekit.io/manwar1/6089-3_dkx968r-L.jpg,https://ik.imagekit.io/manwar1/6089-2_DVyajjCD2.jpg",Industrial Chemicals,"LOCTITE AA 3526 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6090,LOCTITE 609,"LOCTITE 609 is a premium threadlocker designed to provide a strong, reliable bond on metal fasteners. This anaerobic adhesive cures when confined between close-fitting metal surfaces, preventing loosening from vibration or shock.  Its high-strength cure ensures secure connections in demanding applications. LOCTITE 609 is ideal for threaded connections in automotive, industrial, and general assembly applications.  

Keywords: LOCTITE 609, threadlocker, anaerobic adhesive, metal fasteners, vibration resistance, shock resistance, high strength, automotive, industrial, general assembly, threaded connections",,"https://ik.imagekit.io/lord8131/6090-1_-hkvivs3m.jpg,https://ik.imagekit.io/lord8131/6090-3_l8U83MJGk.jpg,https://ik.imagekit.io/lord8131/6090-2_tbegrQ1Zt.jpg",Industrial Chemicals,"LOCTITE 609 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6091,LOCTITE 277,"LOCTITE 277 is a versatile, medium-strength threadlocker designed to prevent loosening from vibration on metal fasteners. This anaerobic adhesive cures when confined between close-fitting metal surfaces, creating a strong, permanent bond. 

LOCTITE 277 is ideal for applications requiring vibration resistance in various industries, including automotive, industrial, and construction. Its easy-to-use formula allows for quick and reliable assembly, saving time and reducing maintenance costs.

Keywords: LOCTITE 277, threadlocker, vibration resistance, metal fasteners, anaerobic adhesive, thread sealant, industrial adhesive, automotive parts, construction fasteners, assembly lubricant",,"https://ik.imagekit.io/manwar1/6091-2_QW341Xx8s.jpg,https://ik.imagekit.io/manwar1/6091-1_ful65Uzb5a.jpg,https://emg.trustglobal.eu.org/images/no-p.jpg",Industrial Chemicals,"LOCTITE 277 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6092,LOCTITE 271,"LOCTITE 271 is a revolutionary threadlocker designed to provide a secure and reliable bond for threaded fasteners. This versatile anaerobic adhesive cures when confined in the absence of air, creating a strong, permanent lock that resists loosening from vibration, shock, or temperature changes.  LOCTITE 271 is ideal for use in a variety of industries, including automotive, industrial, and aerospace.  

Its easy-to-use brush-on applicator ensures precise application, while its quick-drying formula minimizes downtime. 

Keywords: LOCTITE 271, threadlocker, anaerobic adhesive, thread sealant, fastener lock, vibration resistance, shock resistance, temperature resistance, permanent lock, industrial adhesive",,"https://ik.imagekit.io/lord8131/6092-3_YeB8MGbk64.jpg,https://ik.imagekit.io/lord8131/6092-2_Da1OwZ4wG6.jpg,https://ik.imagekit.io/lord8131/6092-1_T13ECImOa.jpg",Industrial Chemicals,"LOCTITE 271 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6093,LOCTITE AA 3525,"LOCTITE AA 3525 is a high-performance, anaerobic adhesive designed for locking and sealing threaded fasteners in demanding applications. This tough, threadlocker prevents loosening due to vibration or shock, ensuring secure connections in harsh environments. LOCTITE AA 3525 cures to a strong, flexible bond, resisting chemicals and temperature extremes. 

Ideal for use in automotive, industrial, and aerospace industries, this product provides reliable performance and long-lasting protection. 

Keywords: LOCTITE AA 3525, threadlocker, adhesive, fastener, locking, sealing, vibration, shock, industrial, aerospace.",,"https://ik.imagekit.io/manwar1/6093-2_YTp7saM-o.jpg,https://ik.imagekit.io/manwar1/6093-1_DiPqkZDFcM.jpg,https://ik.imagekit.io/manwar1/6093-3_JK8Mzj2q5.jpg",Industrial Chemicals,"LOCTITE AA 3525 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6094,LOCTITE 246,"LOCTITE 246 is a versatile threadlocker designed to prevent loosening of threaded assemblies subjected to vibration. This medium-strength anaerobic adhesive cures when confined between metal surfaces, forming a permanent, vibration-resistant bond. LOCTITE 246 is ideal for general maintenance and assembly tasks in various industries, including automotive, aerospace, and industrial. 

It provides reliable locking and sealing for bolts, nuts, studs, and other threaded fasteners.  

Keywords: LOCTITE 246, threadlocker, vibration resistant, anaerobic adhesive, thread sealant, industrial adhesive, automotive adhesive, bolt locking, nuts and bolts, fasteners",,"https://ik.imagekit.io/lord8131/6094-3_A4G5yPKKIi.jpg,https://ik.imagekit.io/lord8131/6094-1_1qOQzcCrq.jpg,https://ik.imagekit.io/lord8131/6094-2_UAlv9-xmB9.jpg",Industrial Chemicals,"LOCTITE 246 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6095,LOCTITE ABLESTIK NCA 2380,"LOCTITE ABLESTIK NCA 2380 is a revolutionary, high-performance anaerobic adhesive designed for demanding applications. This one-component, non-corrosive formula cures rapidly with a strong, permanent bond, even in the presence of moisture. 

Ideal for metal-to-metal bonding on components requiring high vibration and temperature resistance, LOCTITE ABLESTIK NCA 2380 ensures reliable, long-lasting assembly.  

Keywords: LOCTITE, ABLESTIK, NCA 2380, anaerobic adhesive, high-performance, metal bonding, vibration resistance, temperature resistance, permanent bond, one-component",,"https://ik.imagekit.io/manwar1/6095-3_k9VrCj151.jpg,https://ik.imagekit.io/manwar1/6095-2_WKkp73GBa.jpg,https://ik.imagekit.io/manwar1/6095-1_s6WAfBD61k.jpg",Industrial Chemicals,"LOCTITE ABLESTIK NCA 2380 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
6096,LOCTITE 498,"LOCTITE 498 is a high-performance anaerobically curing, medium strength threadlocker designed to provide reliable locking and sealing on threaded fasteners. This versatile liquid formula cures when confined in the absence of air, creating a strong, permanent bond that resists vibration and loosening. LOCTITE 498 is ideal for a wide range of applications, including automotive, industrial, and household repairs. Its easy-to-use applicator ensures precise application, while its quick-drying time minimizes assembly downtime. 

Keywords: LOCTITE 498, threadlocker, threadlocking, fasteners, industrial adhesive, automotive repair, vibration resistance, sealing, anaerobic curing, medium strength",,"https://ik.imagekit.io/lord8131/6096-3_Q6tkY62ocd.jpg,https://ik.imagekit.io/lord8131/6096-2_h5UzOmBLd.jpg,https://ik.imagekit.io/lord8131/6096-1_7PT5geJZKC.jpg",Industrial Chemicals,"LOCTITE 498 , adhesive sealant, Bangladesh, construction adhesive, sealant for leaks, waterproof sealant, bonding agent, thread sealant, electronic sealant, industrial adhesive"
